FIPS,LOAD_AREA,AADT,AADT_SINGL,AADT_COMBI,AADTT,Total_VMT,HD_VMT,LD_VMT
46033,WY_NE,2182,52.0,31.0,83,80170.54196130091,3049.5669032025553,77120.97505809835
46081,WY_NE,10750,0.0,0.0,0,287697.1305007022,0.0,287697.1305007022
46081,WY_NE,9184,184.0,505.0,689,337436.4149278586,25315.07947357302,312121.3354542856
46103,WY_NE,9886,247.0,1256.0,1503,363229.137410367,55222.88018690892,308006.2572234581
46019,WY_NE,765,0.0,0.0,0,8328.13451477003,0.0,8328.13451477003
46103,WY_NE,9148,101.0,174.0,275,331964.15922055003,9979.246150595896,321984.91306995414
46047,WY_NE,2290,69.0,348.0,417,83619.2787105273,15226.7420184672,68392.53669206011
46081,WY_NE,3410,116.0,784.0,900,16241.223110094823,4286.539823778692,11954.68328631613
46093,WY_NE,23060,830.0,2029.0,2859,26150.16093553879,3242.1209936992805,22908.03994183951
46103,WY_NE,23060,830.0,2029.0,2859,392252.4140330819,48631.81490548921,343620.5991275927
46047,WY_NE,383,11.0,12.0,23,13985.233076913519,839.8442839921956,13145.388792921323
46047,WY_NE,84,9.0,7.0,16,3105.3599612263415,591.497135471684,2513.8628257546575
46103,WY_NE,3104,59.0,28.0,87,129534.24385151677,3630.631190425889,125903.61266109088
46033,WY_NE,4406,141.0,674.0,815,161884.23825916214,29944.542483254005,131939.69577590813
46047,WY_NE,1845,59.0,404.0,463,67370.11756372178,16906.430586451588,50463.68697727019
46033,WY_NE,835,15.0,6.0,21,30489.999005803624,766.8143462537438,29723.18465954988
46033,WY_NE,4406,141.0,674.0,815,160884.9528378093,29759.699628419105,131125.2532093902
46103,WY_NE,9886,247.0,1256.0,1503,121076.379136789,18407.62672896964,102668.75240781935
46047,WY_NE,208,10.0,57.0,67,7642.28814296544,2461.698584512906,5180.589558452533
46103,WY_NE,16012,528.0,769.0,1297,766254.601265115,62067.96264307108,704186.6386220439
46033,WY_NE,4640,176.0,654.0,830,170481.81241999826,30495.66903202555,139986.1433879727
46103,WY_NE,4970,0.0,0.0,0,10144.810916276238,0.0,10144.810916276238
46033,WY_NE,1429,57.0,110.0,167,29168.882896094052,3408.8197646240073,25760.063131470044
46047,WY_NE,383,11.0,12.0,23,13985.233076913519,839.8442839921956,13145.388792921323
46103,WY_NE,7990,0.0,0.0,0,192086.8803360384,0.0,192086.8803360384
46103,WY_NE,7190,0.0,0.0,0,30983.29128711149,0.0,30983.29128711149
46103,WY_NE,2234,63.0,40.0,103,81574.44045385065,3761.041793530267,77813.39866032038
46103,WY_NE,1040,0.0,0.0,0,23115.56290156213,0.0,23115.56290156213
46103,WY_NE,18268,237.0,91.0,328,53861.62029154809,967.0796724122932,52894.5406191358
46047,WY_NE,1890,77.0,352.0,429,69013.29116283695,15664.92164489791,53348.369517939034
46033,WY_NE,980,14.0,12.0,26,35784.66949184138,949.3891905998732,34835.2803012415
46081,WY_NE,2566,38.0,90.0,128,142001.0439061976,7083.450358532069,134917.5935476655
46103,WY_NE,7678,169.0,653.0,822,282103.30943119543,30201.73487268073,251901.5745585147
46047,WY_NE,209,9.0,10.0,19,8010.839847390856,728.2581679446233,7282.5816794462335
46081,WY_NE,9184,184.0,505.0,689,337436.4149278586,25315.07947357302,312121.3354542856
46081,WY_NE,9184,184.0,505.0,689,337436.4149278586,25315.07947357302,312121.3354542856
46093,WY_NE,475,0.0,0.0,0,14651.347757465794,0.0,14651.347757465794
46033,WY_NE,835,15.0,6.0,21,23861.73835236805,600.1155753290169,23261.622777039032
46081,WY_NE,14750,398.0,1106.0,1504,133812.6188375359,13644.351100451117,120168.2677370848
46081,WY_NE,10730,397.0,1137.0,1534,389372.0407123417,55666.04943641493,333705.9912759268
46047,WY_NE,4640,176.0,654.0,830,169429.45555320816,30307.424161457493,139122.03139175067
46033,WY_NE,7678,169.0,653.0,822,10448.270719673905,1118.582773062249,9329.687946611655
46103,WY_NE,3981,56.0,163.0,219,107444.50209402613,5910.662134788175,101533.83995923796
46093,WY_NE,150,0.0,0.0,0,3776.2374638050383,0.0,3776.2374638050383
46081,WY_NE,1600,48.0,109.0,157,65681.58375483118,6445.005405942809,59236.578348888375
46093,WY_NE,22570,745.0,2325.0,3070,445344.27156474086,60576.29214460587,384767.979420135
46033,WY_NE,4640,176.0,654.0,830,93659.76114432003,16753.793480557248,76905.96766376279
46103,WY_NE,15562,124.0,78.0,202,38824.25714889334,503.9519306050928,38320.305218288246
46103,WY_NE,9148,101.0,174.0,275,331964.15922055003,9979.246150595896,321984.91306995414
46103,WY_NE,18432,700.0,1438.0,2138,422220.0902233214,48974.96489244038,373245.12533088104
46081,WY_NE,1854,19.0,52.0,71,71483.15458510943,2737.4886599475562,68745.66592516187
46081,WY_NE,9758,185.0,546.0,731,360739.3154957933,27024.025376862566,333715.29011893074
46093,WY_NE,268,0.0,0.0,0,39873.43880099917,0.0,39873.43880099917
46103,WY_NE,6830,109.0,560.0,669,209121.90711720334,20483.536729342464,188638.37038786086
46103,WY_NE,16012,528.0,769.0,1297,225155.38046652667,18237.97954440951,206917.40092211714
46103,WY_NE,6612,152.0,754.0,906,239937.36562814572,32877.08004523594,207060.28558290977
46033,WY_NE,980,14.0,12.0,26,37118.25965923919,984.7701542247133,36133.48950501448
46103,WY_NE,23060,830.0,2029.0,2859,1171527.209912138,145247.02051772777,1026280.1893944102
46103,WY_NE,39160,587.0,2193.0,2780,586180.918886003,41613.45644798489,544567.4624380181
46047,WY_NE,383,11.0,12.0,23,13985.233076913519,839.8442839921956,13145.388792921323
46081,WY_NE,14930,657.0,1911.0,2568,545168.4852175426,93770.4400561721,451398.04516137054
46081,WY_NE,14930,657.0,1911.0,2568,545168.4852175426,93770.4400561721,451398.04516137054
46103,WY_NE,7190,0.0,0.0,0,213621.63992692658,0.0,213621.63992692658
46033,WY_NE,1603,55.0,104.0,159,58169.93301601899,5769.818683435446,52400.114332583544
46103,WY_NE,23060,830.0,2029.0,2859,1004166.1799246897,124497.44615805238,879668.7337666373
46103,WY_NE,3685,0.0,0.0,0,466355.12073272275,0.0,466355.12073272275
46103,WY_NE,410,0.0,0.0,0,50678.69437160576,0.0,50678.69437160576
46093,WY_NE,10216,153.0,225.0,378,46339.990306585314,1714.615929511477,44625.37437707384
46047,WY_NE,1890,77.0,352.0,429,69013.29116283695,15664.92164489791,53348.369517939034
46033,WY_NE,1385,39.0,30.0,69,18218.92825630383,907.6577976064723,17311.270458697356
46033,WY_NE,4406,141.0,674.0,815,159885.66741645645,29574.856773584204,130310.81064287224
46081,WY_NE,7490,352.0,1191.0,1543,266702.1574061417,54942.780891545604,211759.37651459608
46093,WY_NE,2199,53.0,194.0,247,80296.41654342774,9019.197310698797,71277.21923272894
46081,WY_NE,1854,19.0,52.0,71,68119.2414281631,2608.6656641853183,65510.57576397779
46081,WY_NE,10030,0.0,0.0,0,270702.9279083351,0.0,270702.9279083351
46093,WY_NE,22570,745.0,2325.0,3070,1167109.1254800104,158751.66217207056,1008357.4633079398
46093,WY_NE,2199,53.0,194.0,247,80296.41654342774,9019.197310698797,71277.21923272894
46103,WY_NE,7678,169.0,653.0,822,55724.11050492749,5965.774789665329,49758.33571526216
46033,WY_NE,4406,141.0,674.0,815,161884.23825916214,29944.542483254005,131939.69577590813
46103,WY_NE,4180,65.0,60.0,125,112815.37773248661,3373.6656020480445,109441.71213043857
46103,WY_NE,5510,94.0,121.0,215,101223.57612437397,3949.7402661960805,97273.83585817789
46093,WY_NE,6096,140.0,79.0,219,44242.53420656916,1589.4217505312738,42653.11245603788
46103,WY_NE,24026,264.0,312.0,576,87185.95200516982,2090.198466452086,85095.75353871773
46081,WY_NE,1854,19.0,52.0,71,67698.7522835448,2592.5627897150384,65106.18949382976
46103,WY_NE,3420,58.0,82.0,140,17840.17050467894,730.2993773845179,17109.87112729442
46047,WY_NE,2172,98.0,363.0,461,31527.160202318966,6691.538146072303,24835.622056246662
46103,WY_NE,4970,0.0,0.0,0,45088.04851678328,0.0,45088.04851678328
46047,WY_NE,4640,176.0,654.0,830,170481.81241999826,30495.66903202555,139986.1433879727
46103,WY_NE,7678,169.0,653.0,822,282103.30943119543,30201.73487268073,251901.5745585147
46033,WY_NE,990,39.0,49.0,88,36149.81918053364,3213.3172604918786,32936.50192004176
46103,WY_NE,9148,101.0,174.0,275,282169.53533746756,8482.359228006513,273687.17610946106
46081,WY_NE,7743,256.0,372.0,628,384590.3941988642,31192.40185417625,353397.9923446879
46103,WY_NE,32190,644.0,2125.0,2769,1730272.0059154686,148838.86872879567,1581433.137186673
46103,WY_NE,16012,528.0,769.0,1297,570151.5279555594,46183.27078181118,523968.2571737482
46103,WY_NE,7678,169.0,653.0,822,280361.9309779164,30015.304410503686,250346.62656741272
46047,WY_NE,208,10.0,57.0,67,7642.28814296544,2461.698584512906,5180.589558452533
46019,WY_NE,2793,70.0,159.0,229,22170.93653298868,1817.8104067505935,20353.126126238087
46033,WY_NE,665,3.0,13.0,16,24282.45429803522,584.2395019076143,23698.214796127606
46033,WY_NE,4406,141.0,674.0,815,135902.81730398798,25138.628257546574,110764.1890464414
46081,WY_NE,6096,140.0,79.0,219,225360.40861471163,8096.117041768675,217264.29157294295
46103,WY_NE,14928,209.0,90.0,299,267469.1985534443,5357.267575527856,262111.93097791643
46033,WY_NE,1429,57.0,110.0,167,51855.79181527832,6060.124025998236,45795.66778928008
46033,WY_NE,990,39.0,49.0,88,36374.352218922046,3233.2757527930708,33141.07646612897
46093,WY_NE,21970,967.0,2505.0,3472,1041409.1801608113,164577.72751562754,876831.4526451838
46103,WY_NE,1445,22.0,35.0,57,68495.05076615259,2701.880895273839,65793.16987087876
46093,WY_NE,782,0.0,0.0,0,149335.78982688556,0.0,149335.78982688556
46047,WY_NE,1890,77.0,352.0,429,69013.29116283695,15664.92164489791,53348.369517939034
46103,WY_NE,1920,0.0,0.0,0,66625.07611816024,0.0,66625.07611816024
46103,WY_NE,29670,890.0,1958.0,2848,370105.29161022534,35526.11629612139,334579.17531410395
46047,WY_NE,970,27.0,42.0,69,35639.516820559984,2535.182124349112,33104.33469621087
46033,WY_NE,1603,55.0,104.0,159,58169.93301601899,5769.818683435446,52400.114332583544
46103,WY_NE,1300,14.0,14.0,28,185455.21766686966,3994.4200728248848,181460.79759404476
46033,WY_NE,1603,55.0,104.0,159,7271.241627002374,721.2273354294307,6550.014291572943
46033,WY_NE,730,35.0,106.0,141,26490.362508854563,5116.631662669169,21373.730846185394
46047,WY_NE,84,9.0,7.0,16,3067.257385014975,584.2395019076143,2483.017883107361
46103,WY_NE,20602,268.0,371.0,639,733591.1678079213,22753.361626505277,710837.806181416
46033,WY_NE,665,3.0,13.0,16,24282.45429803522,584.2395019076143,23698.214796127606
46033,WY_NE,534,3.0,14.0,17,26886.810742291873,855.9471584624754,26030.863583829396
46093,WY_NE,2199,53.0,194.0,247,80296.41654342774,9019.197310698797,71277.21923272894
46103,WY_NE,7678,169.0,653.0,822,280361.9309779164,30015.304410503686,250346.62656741272
46093,WY_NE,23060,738.0,2122.0,2860,475932.929026806,59027.24098077473,416905.6880460313
46047,WY_NE,1845,59.0,404.0,463,66951.66962854339,16801.421700821455,50150.24792772193
46081,WY_NE,9184,184.0,505.0,689,333270.5332620826,25002.547628220265,308267.9856338623
46103,WY_NE,19882,636.0,1332.0,1968,739518.3864192775,73200.49212720743,666317.8942920701
46033,WY_NE,990,39.0,49.0,88,36149.81918053364,3213.3172604918786,32936.50192004176
46033,WY_NE,720,4.0,4.0,8,35925.28614214523,399.1698460238359,35526.1162961214
46019,WY_NE,2179,96.0,771.0,867,79566.11716604323,31658.47800961885,47907.63915642438
46047,WY_NE,2182,52.0,31.0,83,59880.46652665068,2277.7629338735137,57602.703592777165
46093,WY_NE,21970,967.0,2505.0,3472,802233.8660568929,126779.97191395231,675453.8941429406
46081,WY_NE,14930,657.0,1911.0,2568,545168.4852175426,93770.4400561721,451398.04516137054
46081,WY_NE,1854,19.0,52.0,71,28172.77268942548,1078.8925895087427,27093.88009991674
46103,WY_NE,600,0.0,0.0,0,231473.15048404937,0.0,231473.15048404937
46103,WY_NE,22410,224.0,247.0,471,40660.89204270074,854.5863521692123,39806.305690531524
46033,WY_NE,835,15.0,6.0,21,12120.248051996472,304.8206096909292,11815.427442305543
46103,WY_NE,9886,247.0,1256.0,1503,17937.24135359837,2727.055811699206,15210.185541899162
46033,WY_NE,720,4.0,4.0,8,30209.899710440306,335.6655523382256,29874.23415810208
46033,WY_NE,720,4.0,4.0,8,37884.84720444406,420.9427467160451,37463.904457728015
46047,WY_NE,84,9.0,7.0,16,3067.257385014975,584.2395019076143,2483.017883107361
46093,WY_NE,22570,745.0,2325.0,3070,1238773.7209042218,168499.57125281173,1070274.14965141
46081,WY_NE,9758,185.0,546.0,731,201394.3417798601,15087.032572358856,186307.30920750124
46033,WY_NE,4406,141.0,674.0,815,160884.9528378093,29759.699628419105,131125.2532093902
46033,WY_NE,3100,102.0,99.0,201,114602.56999763878,7430.682764363031,107171.88723327575
46047,WY_NE,80,0.0,0.0,0,1995.8492301191793,0.0,1995.8492301191793
46033,WY_NE,1335,23.0,19.0,42,23011.234419078628,723.948948015957,22287.28547106267
46081,WY_NE,895,0.0,0.0,0,153864.09956876733,0.0,153864.09956876733
46103,WY_NE,12135,0.0,0.0,0,418339.07067493506,0.0,418339.07067493506
46093,WY_NE,3035,40.0,79.0,119,101186.15395130924,3967.4307480085004,97218.72320330075
46047,WY_NE,239,12.0,35.0,47,8781.283010426634,1726.8631861508445,7054.419824275789
46019,WY_NE,1605,39.0,90.0,129,58606.52503510756,4710.43098413014,53896.09405097742
46047,WY_NE,1890,77.0,352.0,429,69013.29116283695,15664.92164489791,53348.369517939034
46103,WY_NE,2637,50.0,50.0,100,120811.0219096027,4581.381187319025,116229.64072228367
46033,WY_NE,534,3.0,14.0,17,22042.34033827532,701.7224452259933,21340.617893049326
46081,WY_NE,14930,657.0,1911.0,2568,541782.3455578063,93188.0149626555,448594.3305951508
46081,WY_NE,1600,48.0,109.0,157,58423.95019076143,5732.850112468465,52691.10007829297
46103,WY_NE,2637,50.0,50.0,100,80141.96502914239,3039.134054954205,77102.83097418818
46103,WY_NE,21426,257.0,450.0,707,48594.39273242447,1603.4834155616588,46990.90931686282
46081,WY_NE,6096,140.0,79.0,219,264072.62604545965,9486.86107348354,254585.7649719761
46103,WY_NE,582,5.0,9.0,14,21119.713671442954,508.034349484882,20611.679321958072
46103,WY_NE,21050,0.0,0.0,0,558576.9632271614,0.0,558576.9632271614
46103,WY_NE,9252,259.0,259.0,518,48262.35599686828,2702.1076963227165,45560.248300545565
46047,WY_NE,1890,77.0,352.0,429,69441.9451452148,15762.21929486622,53679.72585034859
46081,WY_NE,9184,184.0,505.0,689,327021.7107634186,24533.749860191136,302487.96090322745
46103,WY_NE,1110,0.0,0.0,0,267357.6124373967,0.0,267357.6124373967
