datetime,hour_of_year,demand,normalized_demand
2050-07-23 08:00:00,4881,20210.718427186886,0.4543
2050-07-23 09:00:00,4882,20215.167187571482,0.4544000000000001
2050-07-23 10:00:00,4883,20224.064708340655,0.4546
2050-07-23 11:00:00,4884,20246.3085102636,0.4551
2050-07-23 12:00:00,4885,20255.206031032772,0.4552999999999999
2050-07-23 13:00:00,4886,20192.923385648537,0.4539000000000001
2050-07-23 14:00:00,4887,19992.72916834204,0.4494000000000001
2050-07-23 15:00:00,4888,19667.969660267056,0.4421
2050-07-23 16:00:00,4889,19338.761391807482,0.4346999999999999
2050-07-23 17:00:00,4890,19120.772132962637,0.42980000000000007
2050-07-23 18:00:00,4891,19009.553123347912,0.42729999999999996
2050-07-23 19:00:00,4892,18951.719238348258,0.42599999999999993
2050-07-23 20:00:00,4893,18965.06551950203,0.42630000000000007
2050-07-23 21:00:00,4894,19200.849819885232,0.4316
2050-07-23 22:00:00,4895,19881.510158727317,0.44689999999999996
2050-07-23 23:00:00,4896,21282.86967987279,0.47840000000000005
2050-07-24 00:00:00,4897,22288.289526789857,0.501
2050-07-24 01:00:00,4898,22288.289526789857,0.501
2050-07-24 02:00:00,4899,20615.555622184467,0.4634
2050-07-24 03:00:00,4900,19796.983711420133,0.44500000000000006
2050-07-24 04:00:00,4901,19592.34073372905,0.44040000000000007
2050-07-24 05:00:00,4902,19739.149826420475,0.4437
2050-07-24 06:00:00,4903,19983.83164757286,0.44920000000000004
2050-07-24 07:00:00,4904,20152.884542187236,0.453
2050-07-24 08:00:00,4905,20210.718427186886,0.4543
2050-07-24 09:00:00,4906,20215.167187571482,0.4544000000000001
2050-07-24 10:00:00,4907,20224.064708340655,0.4546
2050-07-24 11:00:00,4908,20246.3085102636,0.4551
2050-07-24 12:00:00,4909,20255.206031032772,0.4552999999999999
2050-07-24 13:00:00,4910,20192.923385648537,0.4539000000000001
2050-07-24 14:00:00,4911,19992.72916834204,0.4494000000000001
2050-07-24 15:00:00,4912,19667.969660267056,0.4421
2050-07-24 16:00:00,4913,19338.761391807482,0.4346999999999999
2050-07-24 17:00:00,4914,19120.772132962637,0.42980000000000007
2050-07-24 18:00:00,4915,19009.553123347912,0.42729999999999996
2050-07-24 19:00:00,4916,18951.719238348258,0.42599999999999993
2050-07-24 20:00:00,4917,18965.06551950203,0.42630000000000007
2050-07-24 21:00:00,4918,19200.849819885232,0.4316
2050-07-24 22:00:00,4919,19881.510158727317,0.44689999999999996
2050-07-24 23:00:00,4920,21282.86967987279,0.47840000000000005
2050-07-25 00:00:00,4921,33049.840897110145,0.7429
2050-07-25 01:00:00,4922,33049.840897110145,0.7429
2050-07-25 02:00:00,4923,33494.71693556903,0.7529
2050-07-25 03:00:00,4924,33147.7136255711,0.7451
2050-07-25 04:00:00,4925,33209.996270955344,0.7465
2050-07-25 05:00:00,4926,34562.419427870336,0.7769
2050-07-25 06:00:00,4927,37351.79218900751,0.8396
