registry_id,primary_name,latitude83,longitude83,naics_code,inWECC,inGHGRP
110070097102,ANNIEGLASS INC,36.90247,-121.76267,327215,True,False
110070317610,SPECCHIO VETRO DBA REFLECTIONS,21.41394,-158.00174,327215,False,False
110070275700,GLASS PRODUCTS HAWAII INC,20.89305,-156.5014,327215,False,False
110001161108,MONARCH NORCAL INC,38.13633,-122.25117,327215,True,False
110001161108,MONARCH NORCAL INC,38.13633,-122.25117,327215,True,False
110041514153,CONTRACTORS WARDROBE,34.43802,-118.59315,327215,True,False
110017780622,TELIC,34.42919,-118.56877,327215,True,False
110070206247,TELIC COMPANY,34.44196,-118.59705,327215,True,False
110070511354,CG INDUSTRIES DBA HARTUNG GLASS,37.595244,-122.012974,327215,True,False
110070591670,IGLASS TECHNOLOGY INC,33.722194,-117.828066,327215,True,False
110005397267,CARDINAL CG,46.969139,-122.911263,327215,True,False
110005397267,CARDINAL CG,46.969139,-122.911263,327215,True,False
110070339870,WA317942284 - CARDINAL CG COMPANY,46.969279,-122.916138,327215,True,False
110005397267,CARDINAL CG,46.969139,-122.911263,327215,True,False
110005342735,HARTUNG GLASS,47.443419,-122.246351,327215,True,False
110005342735,HARTUNG GLASS,47.443419,-122.246351,327215,True,False
110005342735,HARTUNG GLASS,47.443419,-122.246351,327215,True,False
110070326581,"GLAZ-TECH INDUSTRIES, INC.",32.12684,-110.93912,327215,True,False
110002584604,SCHOTT DONNELLY LLC SMART GLASS SOLUTION,32.26149,-110.89531,327215,True,False
110001657494,ACI DISTRIBUTION,45.38018,-122.78767,327215,True,False
110001657494,ACI DISTRIBUTION,45.38018,-122.78767,327215,True,False
110001657494,ACI DISTRIBUTION,45.38018,-122.78767,327215,True,False
110065016002,FIVE STAR GRAPHICS INC,33.82705,-118.334357,327215,True,False
110070487410,DONAHUE PRINTING CO INC,33.846405,-118.338713,327215,True,False
110066492600,ZC&R COATINGS FOR OPTICS INC,33.83463,-118.31239,327215,True,False
110064970713,AGC AUTOMOTIVE AMERICAS,33.85592,-118.29622,327215,True,False
110002567491,HERAEUS AMERSIL QUARTQ ENG MATLS INC,33.42827,-111.89703,327215,True,False
110064379499,CHIHULY INC,47.25288,-122.42387,327215,True,False
110056373758,ANTHONY INC,34.29557,-118.41032,327215,True,False
110056373758,ANTHONY INC,34.29557,-118.41032,327215,True,False
110000861103,"ANTHONY, INC.",34.29481,-118.4116,327215,True,False
110056373758,ANTHONY INC,34.29557,-118.41032,327215,True,False
110056373758,ANTHONY INC,34.29557,-118.41032,327215,True,False
110043639051,RIOGLASS SOLAR INC,33.585864,-112.34834,327215,True,False
110043639051,RIOGLASS SOLAR INC,33.585864,-112.34834,327215,True,False
110002868923,DOROTHY THORPE,34.21539,-118.3628,327215,True,False
110066274052,TW MANUFACTURING LLC,37.411356,-122.022647,327215,True,False
110064892497,I G S INC,37.37744,-122.0088,327215,True,False
110070457621,FULL MOON BIOSYSTEMS INC,37.396457,-122.032434,327215,True,False
110070797832,ACI DISTRIBUTION INC,37.911745,-121.269151,327215,True,False
110039191852,"VIROCON, INC",37.03046,-113.55089,327215,True,False
110070389493,NEWPORT INDUSTRIAL GLASS INC,33.804,-117.98264,327215,True,False
110066338680,SHEPHERD LITHOGRAPH INC,37.65102,-122.41174,327215,True,False
